time,open,high,low,close,volume
2024-01-08T00:34:00+00:00,1960.306,1960.709,1959.970,1960.373,100.2
2024-01-08T00:35:00+00:00,1960.373,1960.683,1959.943,1960.253,120.8
2024-01-08T00:36:00+00:00,1960.253,1960.540,1959.684,1959.971,164.0
2024-01-08T00:37:00+00:00,1959.971,1960.366,1959.446,1959.841,116.0
2024-01-08T00:38:00+00:00,1959.841,1959.966,1959.692,1959.816,162.1
2024-01-08T00:39:00+00:00,1959.816,1960.181,1959.119,1959.484,82.0
2024-01-08T00:40:00+00:00,1959.484,1959.692,1959.029,1959.237,153.9
2024-01-08T00:41:00+00:00,1959.237,1959.703,1959.101,1959.567,124.3
2024-01-08T00:42:00+00:00,1959.567,1959.843,1959.373,1959.650,114.7
2024-01-08T00:43:00+00:00,1959.650,1959.970,1959.456,1959.777,120.0
2024-01-08T00:44:00+00:00,1959.777,1960.266,1959.585,1960.075,180.3
2024-01-08T00:45:00+00:00,1960.075,1960.377,1959.918,1960.220,108.8
2024-01-08T00:46:00+00:00,1960.220,1960.528,1959.939,1960.247,109.9
2024-01-08T00:47:00+00:00,1960.247,1960.924,1959.738,1960.414,43.1
2024-01-08T00:48:00+00:00,1960.414,1960.525,1959.943,1960.054,132.0
2024-01-08T00:49:00+00:00,1960.054,1960.328,1959.896,1960.171,139.7
2024-01-08T00:50:00+00:00,1960.171,1960.484,1959.990,1960.303,192.9
2024-01-08T00:51:00+00:00,1960.303,1960.651,1960.115,1960.462,117.0
2024-01-08T00:52:00+00:00,1960.462,1960.528,1960.352,1960.418,38.2
2024-01-08T00:53:00+00:00,1960.418,1960.720,1959.981,1960.283,84.9
2024-01-08T00:54:00+00:00,1960.283,1960.584,1959.995,1960.296,145.7
2024-01-08T00:55:00+00:00,1960.296,1961.329,1959.820,1960.854,109.4
2024-01-08T00:56:00+00:00,1960.854,1961.060,1960.566,1960.772,152.8
2024-01-08T00:57:00+00:00,1960.772,1961.094,1959.548,1959.870,76.6
2024-01-08T00:58:00+00:00,1959.870,1960.570,1959.447,1960.147,125.3
2024-01-08T00:59:00+00:00,1960.147,1960.691,1960.060,1960.604,125.7
2024-01-08T01:00:00+00:00,1960.604,1961.007,1960.518,1960.921,117.3
2024-01-08T01:01:00+00:00,1960.921,1961.809,1960.609,1961.497,111.2
2024-01-08T01:02:00+00:00,1961.497,1962.834,1961.160,1962.498,147.4
2024-01-08T01:03:00+00:00,1962.498,1962.581,1962.362,1962.445,141.2
2024-01-08T01:04:00+00:00,1962.445,1962.773,1962.235,1962.563,74.2
2024-01-08T01:05:00+00:00,1962.563,1962.767,1961.872,1962.075,91.1
2024-01-08T01:06:00+00:00,1962.075,1962.493,1961.340,1961.757,158.0
2024-01-08T01:07:00+00:00,1961.757,1962.479,1961.339,1962.060,91.9
2024-01-08T01:08:00+00:00,1962.060,1962.438,1961.725,1962.103,143.0
2024-01-08T01:09:00+00:00,1962.103,1962.974,1961.830,1962.701,166.8
2024-01-08T01:10:00+00:00,1962.701,1963.184,1962.607,1963.090,60.8
2024-01-08T01:11:00+00:00,1963.090,1963.699,1963.016,1963.625,101.9
2024-01-08T01:12:00+00:00,1963.625,1963.961,1963.473,1963.808,164.9
2024-01-08T01:13:00+00:00,1963.808,1964.142,1963.161,1963.495,164.6
2024-01-08T01:14:00+00:00,1963.495,1964.142,1963.400,1964.047,97.7
2024-01-08T01:15:00+00:00,1964.047,1964.527,1963.968,1964.448,123.7
2024-01-08T01:16:00+00:00,1964.448,1965.107,1964.332,1964.991,51.1
2024-01-08T01:17:00+00:00,1964.991,1965.504,1964.387,1964.900,144.6
2024-01-08T01:18:00+00:00,1964.900,1965.259,1964.698,1965.056,119.7
2024-01-08T01:19:00+00:00,1965.056,1965.463,1964.987,1965.393,159.8
2024-01-08T01:20:00+00:00,1965.393,1965.727,1965.083,1965.417,164.7
2024-01-08T01:21:00+00:00,1965.417,1966.245,1965.199,1966.027,146.4
2024-01-08T01:22:00+00:00,1966.027,1966.348,1965.095,1965.416,61.1
2024-01-08T01:23:00+00:00,1965.416,1966.195,1965.058,1965.837,119.6
2024-01-08T01:24:00+00:00,1965.837,1965.894,1965.759,1965.816,102.3
2024-01-08T01:25:00+00:00,1965.816,1966.442,1965.318,1965.944,121.3
2024-01-08T01:26:00+00:00,1965.944,1966.477,1965.644,1966.177,114.1
2024-01-08T01:27:00+00:00,1966.177,1966.366,1965.595,1965.783,152.2
2024-01-08T01:28:00+00:00,1965.783,1965.983,1965.055,1965.254,150.2
2024-01-08T01:29:00+00:00,1965.254,1965.631,1965.203,1965.579,144.2
2024-01-08T01:30:00+00:00,1965.579,1966.030,1965.235,1965.685,73.1
2024-01-08T01:31:00+00:00,1965.685,1965.966,1965.228,1965.509,103.0
2024-01-08T01:32:00+00:00,1965.509,1965.752,1964.998,1965.241,74.0
2024-01-08T01:33:00+00:00,1965.241,1965.593,1964.896,1965.248,130.9
2024-01-08T01:34:00+00:00,1965.248,1965.380,1964.338,1964.470,100.8
2024-01-08T01:35:00+00:00,1964.470,1964.701,1963.608,1963.839,111.7
2024-01-08T01:36:00+00:00,1963.839,1964.107,1962.838,1963.107,128.7
2024-01-08T01:37:00+00:00,1963.107,1963.352,1962.749,1962.994,142.4
2024-01-08T01:38:00+00:00,1962.994,1963.408,1962.863,1963.276,160.0
2024-01-08T01:39:00+00:00,1963.276,1963.718,1963.113,1963.556,57.5
2024-01-08T01:40:00+00:00,1963.556,1964.295,1963.178,1963.918,111.1
2024-01-08T01:41:00+00:00,1963.918,1964.453,1963.267,1963.802,67.3
2024-01-08T01:42:00+00:00,1963.802,1964.671,1963.146,1964.015,92.2
2024-01-08T01:43:00+00:00,1964.015,1964.827,1963.494,1964.305,116.4
2024-01-08T01:44:00+00:00,1964.305,1964.826,1964.030,1964.551,92.8
2024-01-08T01:45:00+00:00,1964.551,1964.691,1964.427,1964.568,144.8
2024-01-08T01:46:00+00:00,1964.568,1964.704,1964.469,1964.605,89.5
2024-01-08T01:47:00+00:00,1964.605,1964.878,1964.255,1964.528,123.1
2024-01-08T01:48:00+00:00,1964.528,1964.788,1964.018,1964.278,200.0
2024-01-08T01:49:00+00:00,1964.278,1964.935,1964.069,1964.726,42.2
2024-01-08T01:50:00+00:00,1964.726,1965.163,1964.556,1964.992,170.5
2024-01-08T01:51:00+00:00,1964.992,1965.258,1964.926,1965.191,135.7
2024-01-08T01:52:00+00:00,1965.191,1965.499,1964.251,1964.559,129.7
2024-01-08T01:53:00+00:00,1964.559,1964.941,1963.981,1964.362,174.3
2024-01-08T01:54:00+00:00,1964.362,1964.579,1963.703,1963.920,128.7
2024-01-08T01:55:00+00:00,1963.920,1964.182,1963.770,1964.033,90.8
2024-01-08T01:56:00+00:00,1964.033,1965.133,1963.723,1964.823,84.2
2024-01-08T01:57:00+00:00,1964.823,1965.299,1963.925,1964.401,149.7
2024-01-08T01:58:00+00:00,1964.401,1965.339,1964.149,1965.087,93.8
2024-01-08T01:59:00+00:00,1965.087,1965.816,1964.497,1965.226,97.6
2024-01-08T02:00:00+00:00,1965.226,1965.435,1965.046,1965.254,98.2
2024-01-08T02:01:00+00:00,1965.254,1965.423,1965.089,1965.259,131.3
2024-01-08T02:02:00+00:00,1965.259,1965.632,1965.156,1965.530,110.3
2024-01-08T02:03:00+00:00,1965.530,1965.916,1965.468,1965.854,95.2
2024-01-08T02:04:00+00:00,1965.854,1965.904,1965.633,1965.683,116.7
2024-01-08T02:05:00+00:00,1965.683,1965.835,1965.633,1965.785,125.3
2024-01-08T02:06:00+00:00,1965.785,1966.150,1965.421,1965.786,132.6
2024-01-08T02:07:00+00:00,1965.786,1966.361,1965.627,1966.202,114.3
2024-01-08T02:08:00+00:00,1966.202,1966.697,1965.911,1966.406,63.1
2024-01-08T02:09:00+00:00,1966.406,1966.756,1966.123,1966.474,142.2
2024-01-08T02:10:00+00:00,1966.474,1967.181,1965.434,1966.141,88.8
2024-01-08T02:11:00+00:00,1966.141,1966.886,1965.996,1966.740,78.9
2024-01-08T02:12:00+00:00,1966.740,1966.921,1966.340,1966.520,134.9
2024-01-08T02:13:00+00:00,1966.520,1967.049,1966.099,1966.628,141.2
2024-01-08T02:14:00+00:00,1966.628,1966.866,1966.429,1966.667,169.6
2024-01-08T02:15:00+00:00,1966.667,1967.359,1966.361,1967.053,87.5
2024-01-08T02:16:00+00:00,1967.053,1967.286,1966.815,1967.048,111.1
2024-01-08T02:17:00+00:00,1967.048,1967.667,1966.848,1967.468,147.2
2024-01-08T02:18:00+00:00,1967.468,1968.154,1966.752,1967.439,157.2
2024-01-08T02:19:00+00:00,1967.439,1967.512,1967.336,1967.409,197.9
2024-01-08T02:20:00+00:00,1967.409,1967.678,1967.066,1967.334,149.4
2024-01-08T02:21:00+00:00,1967.334,1967.724,1966.992,1967.382,125.6
2024-01-08T02:22:00+00:00,1967.382,1967.885,1967.049,1967.552,143.5
2024-01-08T02:23:00+00:00,1967.552,1967.869,1967.289,1967.606,136.2
2024-01-08T02:24:00+00:00,1967.606,1967.786,1967.542,1967.722,112.7
2024-01-08T02:25:00+00:00,1967.722,1968.321,1967.409,1968.007,101.1
2024-01-08T02:26:00+00:00,1968.007,1968.469,1967.591,1968.053,106.9
2024-01-08T02:27:00+00:00,1968.053,1968.274,1967.173,1967.394,137.1
2024-01-08T02:28:00+00:00,1967.394,1967.700,1967.330,1967.636,113.0
2024-01-08T02:29:00+00:00,1967.636,1968.143,1966.677,1967.184,135.5
2024-01-08T02:30:00+00:00,1967.184,1967.880,1966.913,1967.610,114.4
2024-01-08T02:31:00+00:00,1967.610,1967.855,1966.771,1967.016,148.1
2024-01-08T02:32:00+00:00,1967.016,1967.079,1966.332,1966.395,138.9
2024-01-08T02:33:00+00:00,1966.395,1966.901,1965.315,1965.821,88.0
2024-01-08T02:34:00+00:00,1965.821,1966.222,1965.243,1965.644,120.9
2024-01-08T02:35:00+00:00,1965.644,1965.982,1965.435,1965.773,141.1
2024-01-08T02:36:00+00:00,1965.773,1966.683,1965.432,1966.341,80.6
2024-01-08T02:37:00+00:00,1966.341,1966.657,1965.892,1966.207,87.7
2024-01-08T02:38:00+00:00,1966.207,1966.271,1966.155,1966.220,134.7
2024-01-08T02:39:00+00:00,1966.220,1966.579,1965.347,1965.706,119.3
2024-01-08T02:40:00+00:00,1965.706,1965.834,1965.550,1965.678,118.1
2024-01-08T02:41:00+00:00,1965.678,1965.903,1965.228,1965.453,130.6
2024-01-08T02:42:00+00:00,1965.453,1965.681,1965.235,1965.463,114.8
2024-01-08T02:43:00+00:00,1965.463,1965.759,1964.256,1964.551,121.1
2024-01-08T02:44:00+00:00,1964.551,1964.651,1963.966,1964.066,124.4
2024-01-08T02:45:00+00:00,1964.066,1964.178,1963.511,1963.624,110.6
2024-01-08T02:46:00+00:00,1963.624,1964.028,1963.421,1963.825,118.9
2024-01-08T02:47:00+00:00,1963.825,1963.911,1963.481,1963.567,118.0
2024-01-08T02:48:00+00:00,1963.567,1963.988,1963.444,1963.864,98.3
2024-01-08T02:49:00+00:00,1963.864,1964.007,1963.286,1963.430,97.8
2024-01-08T02:50:00+00:00,1963.430,1963.509,1963.001,1963.080,105.3
2024-01-08T02:51:00+00:00,1963.080,1963.337,1962.899,1963.156,107.6
2024-01-08T02:52:00+00:00,1963.156,1964.139,1963.026,1964.009,153.1
2024-01-08T02:53:00+00:00,1964.009,1964.419,1963.680,1964.090,48.7
2024-01-08T02:54:00+00:00,1964.090,1964.202,1963.754,1963.866,138.1
2024-01-08T02:55:00+00:00,1963.866,1964.853,1963.735,1964.722,158.4
2024-01-08T02:56:00+00:00,1964.722,1965.316,1964.435,1965.029,135.3
2024-01-08T02:57:00+00:00,1965.029,1965.206,1964.835,1965.013,87.7
2024-01-08T02:58:00+00:00,1965.013,1965.768,1964.708,1965.464,127.5
2024-01-08T02:59:00+00:00,1965.464,1966.350,1965.358,1966.244,120.6
2024-01-08T03:00:00+00:00,1966.244,1966.746,1966.188,1966.689,95.8
2024-01-08T03:01:00+00:00,1966.689,1967.013,1966.494,1966.817,141.3
2024-01-08T03:02:00+00:00,1966.817,1967.305,1966.096,1966.584,170.0
2024-01-08T03:03:00+00:00,1966.584,1966.745,1966.467,1966.628,107.1
2024-01-08T03:04:00+00:00,1966.628,1967.386,1966.402,1967.160,140.2
2024-01-08T03:05:00+00:00,1967.160,1967.384,1966.806,1967.029,141.6
2024-01-08T03:06:00+00:00,1967.029,1967.586,1966.977,1967.533,99.7
2024-01-08T03:07:00+00:00,1967.533,1967.916,1967.471,1967.854,129.3
2024-01-08T03:08:00+00:00,1967.854,1968.757,1967.521,1968.424,104.4
2024-01-08T03:09:00+00:00,1968.424,1969.311,1968.373,1969.260,143.6
2024-01-08T03:10:00+00:00,1969.260,1969.321,1969.009,1969.070,67.5
2024-01-08T03:11:00+00:00,1969.070,1970.123,1968.678,1969.731,83.5
2024-01-08T03:12:00+00:00,1969.731,1970.187,1968.786,1969.241,155.3
2024-01-08T03:13:00+00:00,1969.241,1969.306,1969.051,1969.116,110.6
2024-01-08T03:14:00+00:00,1969.116,1969.438,1968.788,1969.110,120.7
2024-01-08T03:15:00+00:00,1969.110,1969.178,1968.575,1968.643,129.3
2024-01-08T03:16:00+00:00,1968.643,1968.951,1968.535,1968.843,92.9
2024-01-08T03:17:00+00:00,1968.843,1969.106,1968.672,1968.934,167.0
2024-01-08T03:18:00+00:00,1968.934,1969.318,1968.856,1969.239,105.9
2024-01-08T03:19:00+00:00,1969.239,1969.523,1968.745,1969.029,109.4
2024-01-08T03:20:00+00:00,1969.029,1969.347,1968.850,1969.168,137.1
2024-01-08T03:21:00+00:00,1969.168,1970.165,1968.942,1969.938,120.4
2024-01-08T03:22:00+00:00,1969.938,1971.469,1969.422,1970.952,104.4
2024-01-08T03:23:00+00:00,1970.952,1971.136,1970.864,1971.047,132.2
2024-01-08T03:24:00+00:00,1971.047,1971.189,1970.858,1970.999,121.6
2024-01-08T03:25:00+00:00,1970.999,1971.828,1970.476,1971.305,93.4
2024-01-08T03:26:00+00:00,1971.305,1971.648,1970.997,1971.340,88.7
2024-01-08T03:27:00+00:00,1971.340,1971.808,1971.128,1971.596,139.0
2024-01-08T03:28:00+00:00,1971.596,1972.019,1971.469,1971.892,135.2
2024-01-08T03:29:00+00:00,1971.892,1972.295,1971.489,1971.891,119.1
2024-01-08T03:30:00+00:00,1971.891,1972.268,1971.709,1972.086,117.0
2024-01-08T03:31:00+00:00,1972.086,1972.654,1971.817,1972.384,139.2
2024-01-08T03:32:00+00:00,1972.384,1973.261,1972.196,1973.072,124.4
2024-01-08T03:33:00+00:00,1973.072,1973.507,1972.620,1973.055,129.5
2024-01-08T03:34:00+00:00,1973.055,1973.628,1972.833,1973.405,119.5
2024-01-08T03:35:00+00:00,1973.405,1973.932,1972.911,1973.438,163.2
2024-01-08T03:36:00+00:00,1973.438,1974.276,1972.950,1973.789,142.3
2024-01-08T03:37:00+00:00,1973.789,1973.951,1973.617,1973.779,131.0
2024-01-08T03:38:00+00:00,1973.779,1973.882,1973.187,1973.290,164.8
2024-01-08T03:39:00+00:00,1973.290,1973.596,1972.820,1973.126,79.2
2024-01-08T03:40:00+00:00,1973.126,1973.259,1972.601,1972.735,170.8
2024-01-08T03:41:00+00:00,1972.735,1973.033,1972.623,1972.921,187.0
2024-01-08T03:42:00+00:00,1972.921,1973.140,1972.558,1972.776,135.9
2024-01-08T03:43:00+00:00,1972.776,1973.309,1972.472,1973.005,84.9
2024-01-08T03:44:00+00:00,1973.005,1973.255,1972.893,1973.144,80.8
2024-01-08T03:45:00+00:00,1973.144,1973.329,1972.924,1973.110,133.8
2024-01-08T03:46:00+00:00,1973.110,1973.181,1973.035,1973.106,109.4
2024-01-08T03:47:00+00:00,1973.106,1973.910,1972.708,1973.512,109.0
2024-01-08T03:48:00+00:00,1973.512,1974.085,1973.273,1973.846,122.2
2024-01-08T03:49:00+00:00,1973.846,1974.574,1973.417,1974.146,108.5
2024-01-08T03:50:00+00:00,1974.146,1974.257,1974.047,1974.158,75.1
2024-01-08T03:51:00+00:00,1974.158,1974.420,1973.939,1974.201,131.1
2024-01-08T03:52:00+00:00,1974.201,1974.745,1973.300,1973.844,121.1
2024-01-08T03:53:00+00:00,1973.844,1974.161,1973.657,1973.973,146.7
2024-01-08T03:54:00+00:00,1973.973,1974.175,1973.715,1973.916,134.3
2024-01-08T03:55:00+00:00,1973.916,1974.136,1973.187,1973.406,119.4
2024-01-08T03:56:00+00:00,1973.406,1973.833,1973.315,1973.742,129.3
2024-01-08T03:57:00+00:00,1973.742,1973.868,1973.426,1973.552,169.9
2024-01-08T03:58:00+00:00,1973.552,1974.193,1972.709,1973.351,100.7
2024-01-08T03:59:00+00:00,1973.351,1973.490,1973.258,1973.397,150.7
2024-01-08T04:00:00+00:00,1973.397,1973.972,1972.428,1973.003,138.2
2024-01-08T04:01:00+00:00,1973.003,1973.528,1972.798,1973.322,198.9
2024-01-08T04:02:00+00:00,1973.322,1973.548,1973.209,1973.434,147.9
2024-01-08T04:03:00+00:00,1973.434,1974.070,1972.968,1973.604,82.9
2024-01-08T04:04:00+00:00,1973.604,1974.515,1972.602,1973.513,144.4
2024-01-08T04:05:00+00:00,1973.513,1973.794,1973.143,1973.424,184.6
2024-01-08T04:06:00+00:00,1973.424,1973.577,1973.310,1973.463,105.0
2024-01-08T04:07:00+00:00,1973.463,1973.671,1973.004,1973.212,139.2
2024-01-08T04:08:00+00:00,1973.212,1973.333,1973.145,1973.267,114.8
2024-01-08T04:09:00+00:00,1973.267,1973.803,1973.093,1973.629,115.7
2024-01-08T04:10:00+00:00,1973.629,1973.992,1973.541,1973.904,85.4
2024-01-08T04:11:00+00:00,1973.904,1974.623,1973.738,1974.456,91.3
2024-01-08T04:12:00+00:00,1974.456,1975.014,1974.320,1974.877,73.1
2024-01-08T04:13:00+00:00,1974.877,1975.618,1974.744,1975.484,146.7
2024-01-08T04:14:00+00:00,1975.484,1975.685,1975.397,1975.597,73.6
2024-01-08T04:15:00+00:00,1975.597,1976.039,1975.540,1975.982,111.4
2024-01-08T04:16:00+00:00,1975.982,1976.218,1975.912,1976.149,140.3
2024-01-08T04:17:00+00:00,1976.149,1976.208,1976.005,1976.064,55.8
2024-01-08T04:18:00+00:00,1976.064,1976.283,1975.742,1975.961,160.1
2024-01-08T04:19:00+00:00,1975.961,1976.041,1975.799,1975.879,167.5
2024-01-08T04:20:00+00:00,1975.879,1976.113,1975.577,1975.811,170.3
2024-01-08T04:21:00+00:00,1975.811,1976.228,1975.454,1975.871,98.7
2024-01-08T04:22:00+00:00,1975.871,1976.060,1975.802,1975.990,123.4
2024-01-08T04:23:00+00:00,1975.990,1977.080,1975.343,1976.433,100.0
2024-01-08T04:24:00+00:00,1976.433,1976.607,1976.104,1976.279,88.3
2024-01-08T04:25:00+00:00,1976.279,1976.693,1976.086,1976.500,111.7
2024-01-08T04:26:00+00:00,1976.500,1977.172,1976.063,1976.734,142.8
2024-01-08T04:27:00+00:00,1976.734,1976.958,1976.018,1976.242,103.3
2024-01-08T04:28:00+00:00,1976.242,1976.507,1975.886,1976.150,122.4
2024-01-08T04:29:00+00:00,1976.150,1976.336,1975.875,1976.061,167.4
2024-01-08T04:30:00+00:00,1976.061,1976.254,1975.919,1976.112,157.2
2024-01-08T04:31:00+00:00,1976.112,1976.627,1975.741,1976.256,194.7
2024-01-08T04:32:00+00:00,1976.256,1977.626,1975.710,1977.079,118.8
2024-01-08T04:33:00+00:00,1977.079,1977.568,1976.788,1977.276,140.1
2024-01-08T04:34:00+00:00,1977.276,1977.590,1976.919,1977.232,123.1
2024-01-08T04:35:00+00:00,1977.232,1977.968,1976.910,1977.645,89.2
2024-01-08T04:36:00+00:00,1977.645,1978.223,1977.111,1977.689,112.2
2024-01-08T04:37:00+00:00,1977.689,1977.851,1977.426,1977.588,98.9
2024-01-08T04:38:00+00:00,1977.588,1977.737,1977.184,1977.332,118.5
2024-01-08T04:39:00+00:00,1977.332,1977.385,1977.100,1977.153,142.5
2024-01-08T04:40:00+00:00,1977.153,1978.097,1976.677,1977.621,96.5
2024-01-08T04:41:00+00:00,1977.621,1978.292,1976.858,1977.528,177.0
2024-01-08T04:42:00+00:00,1977.528,1977.587,1977.271,1977.329,135.7
2024-01-08T04:43:00+00:00,1977.329,1977.495,1976.742,1976.908,119.2
2024-01-08T04:44:00+00:00,1976.908,1977.031,1976.202,1976.325,155.8
2024-01-08T04:45:00+00:00,1976.325,1976.576,1975.475,1975.726,126.3
2024-01-08T04:46:00+00:00,1975.726,1976.109,1975.566,1975.949,159.1
2024-01-08T04:47:00+00:00,1975.949,1976.217,1975.658,1975.927,107.7
2024-01-08T04:48:00+00:00,1975.927,1976.492,1975.673,1976.239,116.7
2024-01-08T04:49:00+00:00,1976.239,1977.063,1976.077,1976.902,115.3
2024-01-08T04:50:00+00:00,1976.902,1977.149,1976.311,1976.559,125.8
2024-01-08T04:51:00+00:00,1976.559,1977.102,1976.402,1976.946,135.7
2024-01-08T04:52:00+00:00,1976.946,1977.377,1976.558,1976.989,108.3
2024-01-08T04:53:00+00:00,1976.989,1977.261,1976.584,1976.856,121.9
2024-01-08T04:54:00+00:00,1976.856,1977.050,1976.624,1976.818,112.3
2024-01-08T04:55:00+00:00,1976.818,1977.234,1976.679,1977.096,83.7
2024-01-08T04:56:00+00:00,1977.096,1977.400,1977.001,1977.305,90.0
2024-01-08T04:57:00+00:00,1977.305,1977.756,1977.185,1977.636,109.9
2024-01-08T04:58:00+00:00,1977.636,1978.356,1977.256,1977.976,99.3
2024-01-08T04:59:00+00:00,1977.976,1978.459,1977.707,1978.190,189.4
2024-01-08T05:00:00+00:00,1978.190,1978.539,1977.730,1978.079,100.6
2024-01-08T05:01:00+00:00,1978.079,1979.030,1977.475,1978.425,43.8
2024-01-08T05:02:00+00:00,1978.425,1978.600,1978.161,1978.336,117.2
2024-01-08T05:03:00+00:00,1978.336,1978.924,1977.577,1978.165,122.4
2024-01-08T05:04:00+00:00,1978.165,1978.428,1977.389,1977.652,68.4
2024-01-08T05:05:00+00:00,1977.652,1978.313,1977.458,1978.119,124.3
2024-01-08T05:06:00+00:00,1978.119,1978.704,1978.039,1978.624,78.3
2024-01-08T05:07:00+00:00,1978.624,1978.970,1977.749,1978.095,142.2
2024-01-08T05:08:00+00:00,1978.095,1978.360,1977.609,1977.874,134.9
2024-01-08T05:09:00+00:00,1977.874,1978.781,1977.259,1978.166,110.9
2024-01-08T05:10:00+00:00,1978.166,1978.780,1977.933,1978.547,146.4
2024-01-08T05:11:00+00:00,1978.547,1978.639,1977.660,1977.752,134.8
2024-01-08T05:12:00+00:00,1977.752,1979.000,1977.464,1978.712,110.1
2024-01-08T05:13:00+00:00,1978.712,1979.062,1978.440,1978.791,106.7
2024-01-08T05:14:00+00:00,1978.791,1979.506,1978.544,1979.259,128.0
2024-01-08T05:15:00+00:00,1979.259,1979.349,1979.052,1979.142,99.3
2024-01-08T05:16:00+00:00,1979.142,1979.465,1978.327,1978.650,129.1
2024-01-08T05:17:00+00:00,1978.650,1978.750,1978.422,1978.522,149.7
2024-01-08T05:18:00+00:00,1978.522,1978.600,1978.171,1978.248,136.2
2024-01-08T05:19:00+00:00,1978.248,1978.635,1978.115,1978.501,56.8
2024-01-08T05:20:00+00:00,1978.501,1979.137,1978.369,1979.005,120.4
2024-01-08T05:21:00+00:00,1979.005,1979.121,1978.861,1978.976,107.2
2024-01-08T05:22:00+00:00,1978.976,1979.211,1978.452,1978.687,102.1
2024-01-08T05:23:00+00:00,1978.687,1979.027,1978.203,1978.542,139.1
2024-01-08T05:24:00+00:00,1978.542,1978.757,1977.939,1978.154,89.6
2024-01-08T05:25:00+00:00,1978.154,1978.741,1977.760,1978.347,126.1
2024-01-08T05:26:00+00:00,1978.347,1978.409,1978.100,1978.162,124.4
2024-01-08T05:27:00+00:00,1978.162,1978.364,1977.424,1977.626,124.9
2024-01-08T05:28:00+00:00,1977.626,1977.696,1977.463,1977.533,142.0
2024-01-08T05:29:00+00:00,1977.533,1978.148,1977.256,1977.872,137.7
2024-01-08T05:30:00+00:00,1977.872,1977.927,1977.788,1977.843,111.9
2024-01-08T05:31:00+00:00,1977.843,1977.938,1977.710,1977.805,68.3
2024-01-08T05:32:00+00:00,1977.805,1977.861,1977.704,1977.760,90.8
2024-01-08T05:33:00+00:00,1977.760,1978.002,1977.581,1977.824,115.1
2024-01-08T05:34:00+00:00,1977.824,1979.324,1977.122,1978.623,113.8
2024-01-08T05:35:00+00:00,1978.623,1978.918,1977.761,1978.056,199.6
2024-01-08T05:36:00+00:00,1978.056,1978.138,1977.171,1977.253,135.6
2024-01-08T05:37:00+00:00,1977.253,1977.441,1977.032,1977.220,52.7
2024-01-08T05:38:00+00:00,1977.220,1977.734,1977.077,1977.591,120.7
2024-01-08T05:39:00+00:00,1977.591,1977.801,1977.249,1977.459,105.4
